,xi,vi,xf,vf,K,c_K
0,7.066341239826496,0.8173953461549512,7.109106345345053,0.9276323255341807,1,0.015320060386849724
1,19.24744990999403,0.47684407028681086,19.272592715831124,0.5492865187881981,1,2.1354338155388581e-19
2,18.544764225250283,-6.060007595931585,18.24999279043728,-5.970832385268716,1,1.6613437486719014e-15
3,-2.556209323910582,2.7965458588698784,-2.4829430539065287,0.20986685214113798,1,1.4564477258839214e-34
4,-1.0039458459351884,17.026966196679947,-0.19069967358579198,16.25451848756289,1,2.8131872930450414e-23
5,-7.5472535649788846,6.9161016584842585,-7.6155798253224996,-9.760160375537605,1,4.143334592372824e-68
6,0.5239762819010387,-0.26722698017458235,0.5060326242762021,-0.4663227113334072,1,2.6752276579758245e-20
7,7.584846825239168,-5.1283797312226165,7.335584844834578,-5.042898414876468,1,0.02873862703903729
8,9.431407222146397,-2.2801989294416236,9.319438643875356,-2.2893568743480395,0,0.7933101759100795
9,2.13709785705295,8.736781870669954,2.570618112503397,8.96577661987362,1,1.0337618072772192e-12
10,17.989820442486817,7.476063676768433,18.35840898876404,7.567767411426437,1,6.752426788302148e-16
11,19.696693371634602,5.068309358573034,19.94645250798246,5.12462342336209,1,3.29021919566045e-22
12,-2.32816966148558,0.8672440152369383,-2.343292667195429,-1.4876084117861799,1,8.244094419354196e-34
13,14.228074096536496,15.310670350622267,14.979232796702862,15.352584912389142,1,4.13369559630054e-06
14,2.883088561138379,19.655578146676685,3.8532026623111,19.94412293353909,1,6.24479283395595e-09
15,8.521162221923174,4.786413924729608,8.756219674934028,4.805964978675572,1,0.4614166443902066
16,19.982377224299892,9.245664518684556,20.436541484819866,9.289023501457669,1,2.228623294180556e-24
17,18.98969195410101,-9.816985777702474,18.51066967308745,-9.733474534581438,1,1.8694667578738748e-16
18,6.814046693007121,-9.623094898570164,6.345951072661383,-9.477305040651007,1,0.0012608163217333465
19,-3.089677024797785,13.146028959481594,-2.5218913860480976,10.164347341594738,1,8.949853836927662e-35
20,6.9021731785788205,7.210914178261181,7.258321731984347,7.321705270318582,1,0.02332198095792999
21,9.757532073295145,4.591475488719633,9.98198798553695,4.569180560946784,0,0.9998786793124733
22,7.547459319881121,8.79625520347619,7.980213187016481,8.862800829276171,1,0.1300640188998474
23,-5.695244823512178,0.6284033869753252,-5.898131342141586,-9.019010874071599,1,1.3059502242095474e-55
24,9.473733912308429,-0.955161700602325,9.426644052135181,-0.9666369994682338,0,0.8484639913717826
25,7.795467108101914,-6.895166577568691,7.459353142069752,-6.820274048930597,1,0.039660389297335695
26,16.0925624602392,-3.603457057467482,15.917926724443923,-3.525123274076826,1,2.4838090131349428e-08
27,14.521289841197099,14.711976670484542,15.243318322153462,14.762027841768488,1,1.071819779668021e-06
28,16.51381073024995,4.720149254920667,16.74726134515821,4.808951137716051,1,1.3009880162345859e-10
29,0.9744047798232671,13.025728049192711,1.6130670170963874,13.068575707732922,1,5.317907752169936e-16
30,-8.201070819270653,0.45832240650991096,-8.68564940219048,-20.705375060111393,1,1.5215981013986678e-76
31,19.050515926509092,14.029796077175124,19.739734117054553,14.098457638510826,1,2.517125323413685e-21
32,3.9454026440312333,-1.8250052871945037,3.8631340308044138,-1.5327085710175312,1,6.63756223832353e-09
33,-0.6848017536386806,14.831975949944574,0.025414842181481045,14.224797479167497,1,2.486157631763368e-22
34,0.34936940256648086,9.621388878037585,0.8158129900445519,9.446150639605744,1,4.828385458860111e-19
35,-1.5886045519221739,17.008117578992408,-0.787370719581888,15.80474375491263,1,5.384744082209071e-26
36,2.1230619741457293,-0.2787073014265786,2.114340748956626,-0.07745739145860944,1,3.140623284337622e-14
37,-1.5719824309592134,14.591478437855528,-0.8896102499487265,13.355144743369584,1,1.7779261632278089e-26
38,19.405993222868275,-7.934781678822934,19.0189518856643,-7.86122652853765,1,2.172385786110371e-18
39,1.8485869294854478,-6.561192298737856,1.5305516706472844,-6.429906224980597,1,2.652824375214027e-16
40,3.5573563802222647,7.113933365783343,3.913137291399024,7.4074816456886,1,9.010205763112132e-09
41,-8.078264315035558,-2.024878637209735,-8.672923168795368,-22.813527346513034,1,1.92991917145581e-76
42,-7.082429061829874,4.3617479265635986,-7.2271827551359715,-10.376826854163042,1,3.5972119729860547e-65
43,-7.213142223905827,-6.827272643467066,-7.941914932544172,-23.507681226382346,1,1.2521244573199696e-70
44,16.40012797283116,-0.7205721663152005,16.366910580491254,-0.6353286210759241,1,1.575435205791978e-09
45,-0.2820373575623414,18.353621058165388,0.6069130453926808,17.99845568500812,1,6.935835204544001e-20
46,3.415310368946951,5.371099935420915,3.685675991623552,5.664543344235999,1,2.1989124205860457e-09
